sample_order,dataset_index,label,channel,channel_index,shap_value,feature_value
10,297718,-1,FIS,5,-0.002365115388869604,-0.43633684515953064
10,297718,-1,Ag,6,0.006285547437298565,-0.5174604058265686
10,297718,-1,As,7,-0.00015124607115132562,-0.2653902471065521
10,297718,-1,Au,8,-0.029217102197460283,-0.357126384973526
10,297718,-1,Cu,9,0.015545924350448197,-0.9604644775390625
10,297718,-1,Sb,10,0.008881866288703156,-0.03755355253815651
10,297718,-1,ΔT,11,0.005083340824304435,-0.4254634380340576
11,297011,-1,Feature 1,0,0.02520044470239649,-0.9649028778076172
11,297011,-1,Feature 2,1,-0.006768512097556661,-0.4536115527153015
11,297011,-1,Feature 3,2,0.03271593943822983,-0.4166758060455322
11,297011,-1,Feature 4,3,0.01968280593361474,-0.3542362153530121
11,297011,-1,Feature 5,4,-0.007868090072036845,0.591581404209137
11,297011,-1,FIS,5,0.004616581366745967,1.2236074209213257
11,297011,-1,Ag,6,0.0033257849937239773,-0.5148702263832092
11,297011,-1,As,7,-0.008075772682827323,-0.5692483186721802
11,297011,-1,Au,8,-0.04541548440788388,-0.32208189368247986
11,297011,-1,Cu,9,0.0004300896625352644,-0.22890983521938324
11,297011,-1,Sb,10,0.0003653361945964754,-0.7553625702857971
11,297011,-1,ΔT,11,0.004992595132496788,-0.039143070578575134
12,175252,-1,Feature 1,0,-0.015474554385474407,0.29453498125076294
12,175252,-1,Feature 2,1,0.0029702126724240993,0.1214231550693512
12,175252,-1,Feature 3,2,0.016510483537115317,-0.33185362815856934
12,175252,-1,Feature 4,3,0.002473562195007132,0.04127645865082741
12,175252,-1,Feature 5,4,0.008002127646198898,0.48502448201179504
12,175252,-1,FIS,5,-0.001661071369878017,-0.5861950516700745
12,175252,-1,Ag,6,0.01185220657193406,-0.5243040323257446
12,175252,-1,As,7,-0.0023327869447959354,-0.42954522371292114
12,175252,-1,Au,8,-0.02879460483917219,-0.3520696759223938
12,175252,-1,Cu,9,0.026655538998187497,-0.9606268405914307
12,175252,-1,Sb,10,0.008065751626216696,-0.3129863142967224
12,175252,-1,ΔT,11,0.010987526430617556,-0.6306041479110718
13,256379,-1,Feature 1,0,0.05279980551426782,-0.9937184453010559
13,256379,-1,Feature 2,1,-0.034961063158315805,-0.5222765207290649
