channel,importance
Feature 1,0.02876941558757702
Feature 2,0.027439207629628135
Feature 3,0.02732970929271372
Feature 4,0.02706922276170194
Feature 5,0.017538607689233966
FIS,0.012722054099715352
Ag,0.00848461412232069
As,0.012119162351844594
Au,0.06170558038327284
Cu,0.019996323475247456
Sb,0.011997296752457316
ΔT,0.019869062435485068
