channel,importance
Feature 1,0.029228578743767285
Feature 2,0.03620043877239252
Feature 3,0.022467603935348905
Feature 4,0.02376038949314734
Feature 5,0.01837214594536923
FIS,0.017434321623702512
Ag,0.010548902194116805
As,0.01350546742714339
Au,0.07698345516345853
Cu,0.015966735378766413
Sb,0.010098300570412208
ΔT,0.015246068909888374
