channel,importance
Feature 1,0.032971643574423885
Feature 2,0.022753856847388527
Feature 3,0.02246355450458323
Feature 4,0.012153361664432585
Feature 5,0.014017014593514576
FIS,0.01259521395784437
Ag,0.00767723050418311
As,0.009146939362152544
Au,0.010021318134789698
Cu,0.008992464925962333
Sb,0.011989871897079937
ΔT,0.01869682913796842
