sample_order,dataset_index,label,channel,channel_index,shap_value,feature_value
4,259841,-1,Cu,9,0.01540916859250058,-0.08770672231912613
4,259841,-1,Sb,10,0.005760223601623487,-0.1579292118549347
4,259841,-1,ΔT,11,-0.09006363588428758,-1.4731018543243408
5,121893,-1,Feature 1,0,0.06040927558908084,-0.8523076176643372
5,121893,-1,Feature 2,1,-0.062037591709578094,-1.1900231838226318
5,121893,-1,Feature 3,2,0.025110635270124786,-0.5389382839202881
5,121893,-1,Feature 4,3,0.020903654678037023,-0.7909508943557739
5,121893,-1,Feature 5,4,-0.012921378448704316,0.7977198958396912
5,121893,-1,FIS,5,0.0038542619787916036,-0.5601339340209961
5,121893,-1,Ag,6,0.0038091352474547225,0.0712525025010109
5,121893,-1,As,7,-0.01792089229326549,0.4051429331302643
5,121893,-1,Au,8,0.032875688850888374,1.0235234498977661
5,121893,-1,Cu,9,0.0023733526604493333,-0.3411058187484741
5,121893,-1,Sb,10,-0.006982149385695876,0.16617098450660706
5,121893,-1,ΔT,11,0.01807920107885659,-0.4252505898475647
6,55855,-1,Feature 1,0,-0.023600659097593686,0.5484647750854492
6,55855,-1,Feature 2,1,-0.0021807935368101435,-0.7026727795600891
6,55855,-1,Feature 3,2,-0.025895035833872176,-1.5122320652008057
6,55855,-1,Feature 4,3,0.023412438933946147,-1.1228821277618408
6,55855,-1,Feature 5,4,-0.011084584201591278,0.9502103924751282
6,55855,-1,FIS,5,-0.005257753150383783,-0.4957694113254547
6,55855,-1,Ag,6,0.020382881976549975,0.703346312046051
6,55855,-1,As,7,0.029284587463013833,3.3911900520324707
6,55855,-1,Au,8,0.043742186860213694,1.1046738624572754
6,55855,-1,Cu,9,0.00025615231585187487,0.9450125098228455
6,55855,-1,Sb,10,0.0008675016686983882,-0.08610153943300247
6,55855,-1,ΔT,11,0.013654957099573432,0.09814175218343735
7,131627,-1,Feature 1,0,-0.004690404313183717,-0.1333499550819397
7,131627,-1,Feature 2,1,0.0066812825137143265,-0.4145877957344055
7,131627,-1,Feature 3,2,0.023483659786071923,-0.42080527544021606
7,131627,-1,Feature 4,3,0.02104356770756311,-0.6178461909294128
7,131627,-1,Feature 5,4,-0.02596749180226894,0.14686837792396545
7,131627,-1,FIS,5,0.03231668260847872,0.8696214556694031
7,131627,-1,Ag,6,0.03595884346410334,2.139500856399536
7,131627,-1,As,7,-0.02029361656236176,0.36960768699645996
7,131627,-1,Au,8,0.011965988223087242,0.007585161831229925
7,131627,-1,Cu,9,-0.00592945305418569,-0.4731188714504242
7,131627,-1,Sb,10,0.00916961208317959,-0.1831386238336563
7,131627,-1,ΔT,11,-0.00800032379008431,0.07971526682376862
8,60164,-1,Feature 1,0,-0.004227916139265544,0.10684895515441895
8,60164,-1,Feature 2,1,0.025765798419191004,1.28213632106781
8,60164,-1,Feature 3,2,-0.10058053947965594,1.4024428129196167
8,60164,-1,Feature 4,3,-0.01553537274810873,1.5471057891845703
8,60164,-1,Feature 5,4,-0.029306886163603697,-0.30105024576187134
8,60164,-1,FIS,5,-0.016438133591055535,-0.5861924886703491
8,60164,-1,Ag,6,0.009085043182204851,0.2874999940395355
8,60164,-1,As,7,0.010287490559230294,-0.10280684381723404
8,60164,-1,Au,8,0.014924891044359885,2.4160354137420654
8,60164,-1,Cu,9,0.010745296994005074,1.8021668195724487
8,60164,-1,Sb,10,0.009265504032525051,-0.33713245391845703
8,60164,-1,ΔT,11,0.0007227387932769897,0.13888193666934967
9,97255,-1,Feature 1,0,-0.020484784200525203,0.43875083327293396
9,97255,-1,Feature 2,1,-0.013417254257116418,-0.6352851390838623
9,97255,-1,Feature 3,2,0.0064918069480230205,-1.06827974319458
9,97255,-1,Feature 4,3,0.014181903543739223,-0.9580793976783752
9,97255,-1,Feature 5,4,-0.009086927174585157,0.5612054467201233
9,97255,-1,FIS,5,0.06450739730551251,0.36105501651763916
9,97255,-1,Ag,6,0.019145199312424782,0.260482519865036
9,97255,-1,As,7,-0.014072865962492086,0.5220654606819153
9,97255,-1,Au,8,-0.00545643351827434,-0.2209412306547165
9,97255,-1,Cu,9,-0.007298678908157416,-0.1987987607717514
9,97255,-1,Sb,10,0.017922074006695113,-0.3378054201602936
9,97255,-1,ΔT,11,0.013355714984843895,-0.0803816020488739
10,297718,-1,Feature 1,0,0.023177729573055198,-1.2268534898757935
10,297718,-1,Feature 2,1,-0.07898214293243411,-1.6639864444732666
10,297718,-1,Feature 3,2,0.020370795423552725,-1.553653359413147
10,297718,-1,Feature 4,3,-0.0032236336236699443,-0.19506004452705383
10,297718,-1,Feature 5,4,-0.012743113462184678,1.1665441989898682
10,297718,-1,FIS,5,0.0034351208964391827,-0.43633684515953064
10,297718,-1,Ag,6,0.0030581498893340695,-0.5174604058265686
10,297718,-1,As,7,-0.0035585949621007467,-0.2653902471065521
10,297718,-1,Au,8,-0.007518657401292128,-0.357126384973526
10,297718,-1,Cu,9,-0.00931275712294835,-0.9604644775390625
10,297718,-1,Sb,10,0.006544990825877382,-0.03755355253815651
10,297718,-1,ΔT,11,0.020403029012104876,-0.4254634380340576
11,297011,-1,Feature 1,0,0.04857109899840377,-0.9649028778076172
11,297011,-1,Feature 2,1,-0.010402701376087738,-0.4536115527153015
11,297011,-1,Feature 3,2,0.062095389590892947,-0.4166758060455322
11,297011,-1,Feature 4,3,-0.0034161818378956907,-0.3542362153530121
11,297011,-1,Feature 5,4,0.003533206511892897,0.591581404209137
11,297011,-1,FIS,5,0.002272762793297352,1.2236074209213257
11,297011,-1,Ag,6,-0.018838650331967015,-0.5148702263832092
11,297011,-1,As,7,0.020621098014043673,-0.5692483186721802
11,297011,-1,Au,8,-0.016138317098118297,-0.32208189368247986
11,297011,-1,Cu,9,-0.013784955137482548,-0.22890983521938324
11,297011,-1,Sb,10,0.01892605466640346,-0.7553625702857971
11,297011,-1,ΔT,11,0.020526199019106257,-0.039143070578575134
12,175252,-1,Feature 1,0,-0.02461332493757566,0.29453498125076294
12,175252,-1,Feature 2,1,0.008329472418183615,0.1214231550693512
12,175252,-1,Feature 3,2,0.022964671488004972,-0.33185362815856934
12,175252,-1,Feature 4,3,-0.01230413269977744,0.04127645865082741
12,175252,-1,Feature 5,4,-0.008276361976513444,0.48502448201179504
12,175252,-1,FIS,5,0.01818093710337854,-0.5861950516700745
12,175252,-1,Ag,6,-0.002641802067527942,-0.5243040323257446
12,175252,-1,As,7,0.008795279653171962,-0.42954522371292114
12,175252,-1,Au,8,-0.004980640165617121,-0.3520696759223938
12,175252,-1,Cu,9,0.008944818072794068,-0.9606268405914307
12,175252,-1,Sb,10,0.009956391299783826,-0.3129863142967224
12,175252,-1,ΔT,11,0.0042949005362176995,-0.6306041479110718
13,256379,-1,Feature 1,0,0.06487409542616326,-0.9937184453010559
13,256379,-1,Feature 2,1,-0.01344337018521992,-0.5222765207290649
13,256379,-1,Feature 3,2,0.02295170216069141,-0.49459108710289
13,256379,-1,Feature 4,3,-0.007451527469971013,-0.4334613084793091
13,256379,-1,Feature 5,4,-0.020255824567356164,0.6287192702293396
13,256379,-1,FIS,5,-0.009007672793289867,-0.5861921906471252
13,256379,-1,Ag,6,0.0023205924823068817,-0.26959386467933655
13,256379,-1,As,7,0.0032579541680983985,-0.5855392813682556
13,256379,-1,Au,8,-0.009252935609574436,-0.2674781382083893
13,256379,-1,Cu,9,0.0033161788626758187,0.2962571978569031
13,256379,-1,Sb,10,0.023726202081525784,-0.5044392943382263
13,256379,-1,ΔT,11,0.018079256186590346,-0.03143462538719177
14,267593,-1,Feature 1,0,0.04653103013971376,-0.9344484210014343
14,267593,-1,Feature 2,1,-0.07934708130582731,-1.0625272989273071
14,267593,-1,Feature 3,2,0.03373745402792018,-0.7253755927085876
14,267593,-1,Feature 4,3,-0.006335077891107761,-0.3258804380893707
14,267593,-1,Feature 5,4,0.002720389110857058,1.0741393566131592
14,267593,-1,FIS,5,0.012862516092250736,-0.5861921906471252
14,267593,-1,Ag,6,0.0018752680454331386,-0.13553552329540253
14,267593,-1,As,7,-0.0020803912809870123,-0.37379810214042664
14,267593,-1,Au,8,-0.006625327405061177,-0.3415381908416748
14,267593,-1,Cu,9,-0.003172333178265799,0.12974002957344055
14,267593,-1,Sb,10,0.008442002287324545,-0.23424723744392395
14,267593,-1,ΔT,11,-0.019295068420632902,0.8900216221809387
15,31250,-1,Feature 1,0,-0.017812822544750414,0.6957018971443176
15,31250,-1,Feature 2,1,0.007522251052665714,1.508424997329712
15,31250,-1,Feature 3,2,0.008493301941756156,1.398518443107605
15,31250,-1,Feature 4,3,-0.053163389635314424,1.4550882577896118
15,31250,-1,Feature 5,4,0.0049379998565279425,-0.4709976017475128
15,31250,-1,FIS,5,-0.026041279949448014,-0.5716547966003418
15,31250,-1,Ag,6,-0.004000138705369607,0.2301899641752243
15,31250,-1,As,7,0.006949569629293001,0.6278578042984009
15,31250,-1,Au,8,-0.002963531419545301,-0.2113417237997055
15,31250,-1,Cu,9,-0.03394418311076237,3.1387109756469727
15,31250,-1,Sb,10,-0.016812329002642557,0.372809499502182
15,31250,-1,ΔT,11,-0.005364803264937558,0.8327962756156921
16,294247,-1,Feature 1,0,0.001570357410323105,-0.011363386176526546
16,294247,-1,Feature 2,1,0.04150335147941207,1.8165991306304932
16,294247,-1,Feature 3,2,-0.06497552333678601,2.1866090297698975
16,294247,-1,Feature 4,3,0.00931202191940504,2.2663753032684326
16,294247,-1,Feature 5,4,-0.007145796346827591,-0.6378592848777771
16,294247,-1,FIS,5,0.016510987993991512,-0.5848117470741272
16,294247,-1,Ag,6,0.005920602034626438,-0.535987913608551
16,294247,-1,As,7,-0.021261909537937888,-0.4951726794242859
16,294247,-1,Au,8,-0.0014020299865179578,-0.37222200632095337
16,294247,-1,Cu,9,0.007869898017643468,-0.8963520526885986
16,294247,-1,Sb,10,0.00940428658338988,-0.2733602523803711
16,294247,-1,ΔT,11,0.007328424068633869,0.29046693444252014
17,110563,-1,Feature 1,0,0.0004983691981649457,-0.010247079655528069
17,110563,-1,Feature 2,1,0.029433921603339276,1.8204011917114258
17,110563,-1,Feature 3,2,-0.04438222328375075,2.1911439895629883
17,110563,-1,Feature 4,3,0.009899455743185081,2.2695107460021973
17,110563,-1,Feature 5,4,-0.007985756068968746,-0.6395540833473206
17,110563,-1,FIS,5,-0.008754307440210992,-0.5832383632659912
17,110563,-1,Ag,6,-0.0009489350503122228,-0.30125147104263306
17,110563,-1,As,7,-0.014776587038084285,-0.43872541189193726
17,110563,-1,Au,8,-0.0003599960299101922,-0.310049831867218
17,110563,-1,Cu,9,0.0019950735825672427,-0.2264174222946167
17,110563,-1,Sb,10,0.010972964915789791,-0.16953791677951813
17,110563,-1,ΔT,11,0.009920127522085109,-0.743157148361206
18,74445,-1,Feature 1,0,0.0067663840007961135,-0.009819542989134789
18,74445,-1,Feature 2,1,0.01428564842054359,1.8296196460723877
18,74445,-1,Feature 3,2,-0.044200916282094896,2.2002575397491455
18,74445,-1,Feature 4,3,0.006338566393619613,2.2801859378814697
18,74445,-1,Feature 5,4,-0.019649323705698298,-0.6442881226539612
18,74445,-1,FIS,5,0.006217063466711024,-0.586193323135376
18,74445,-1,Ag,6,0.002312319929860812,-0.3010103106498718
18,74445,-1,As,7,-0.006160290098451915,-0.19016961753368378
18,74445,-1,Au,8,0.004481741013923967,0.12817245721817017
18,74445,-1,Cu,9,0.007674560654196202,0.30956149101257324
18,74445,-1,Sb,10,0.005931521708239579,-0.19741229712963104
18,74445,-1,ΔT,11,0.007657655840574816,-0.15201592445373535
19,81548,-1,Feature 1,0,-0.0386142096526079,0.2820892333984375
19,81548,-1,Feature 2,1,-0.0035162819130524874,-0.9688059687614441
19,81548,-1,Feature 3,2,0.010364878249832555,-1.2874869108200073
19,81548,-1,Feature 4,3,0.011007597640323344,-1.3544703722000122
19,81548,-1,Feature 5,4,-0.028678846658299416,0.7517600059509277
19,81548,-1,FIS,5,0.007275279013740163,-0.5716077089309692
19,81548,-1,Ag,6,-0.004203704135397516,-0.26268839836120605
19,81548,-1,As,7,0.0011597749543581263,-0.38924726843833923
19,81548,-1,Au,8,-0.0034262862873936824,-0.3479018211364746
19,81548,-1,Cu,9,-0.0007775026106034965,-0.20223581790924072
19,81548,-1,Sb,10,0.00914064456122623,-0.18416827917099
19,81548,-1,ΔT,11,0.009465029516443723,-0.44614213705062866
20,214877,-1,Feature 1,0,-0.008325160346310695,0.29453498125076294
20,214877,-1,Feature 2,1,0.017533305513794645,0.12136845290660858
20,214877,-1,Feature 3,2,0.021596547974419445,-0.3320280611515045
20,214877,-1,Feature 4,3,-0.009802613481105081,0.04111733287572861
20,214877,-1,Feature 5,4,-0.004367160017716775,0.48511219024658203
20,214877,-1,FIS,5,0.011733881651589667,-0.5861921906471252
20,214877,-1,Ag,6,-0.0013250220806964932,-0.17715664207935333
20,214877,-1,As,7,-0.0015510430787792262,0.6746342778205872
20,214877,-1,Au,8,0.000997621156255564,-0.3422514498233795
20,214877,-1,Cu,9,0.0007885800824658027,0.6647059917449951
20,214877,-1,Sb,10,-0.026772383574311515,0.5043648481369019
20,214877,-1,ΔT,11,0.03192612079782496,-0.7480235695838928
21,222922,-1,Feature 1,0,-0.06988070185476347,1.9304832220077515
21,222922,-1,Feature 2,1,0.011678002907239249,0.5854130983352661
21,222922,-1,Feature 3,2,0.002151498318901474,0.3102877736091614
21,222922,-1,Feature 4,3,0.020218069838638594,-0.9508188366889954
21,222922,-1,Feature 5,4,0.026523112113738454,-2.462402105331421
21,222922,-1,FIS,5,0.014364077598652667,-0.13000036776065826
21,222922,-1,Ag,6,-0.013905680623473733,-0.2972118854522705
21,222922,-1,As,7,-0.01652676494912224,-0.736103892326355
21,222922,-1,Au,8,-0.004587443878983507,-0.25404268503189087
21,222922,-1,Cu,9,0.003274578109538104,0.3997410833835602
21,222922,-1,Sb,10,0.01121619778368592,-0.4196048378944397
21,222922,-1,ΔT,11,-0.007440258650411041,0.43302837014198303
22,286200,-1,Feature 1,0,-0.017776869706107708,-0.026239173486828804
22,286200,-1,Feature 2,1,0.017110191577867934,-0.03823311999440193
22,286200,-1,Feature 3,2,0.006667451446599247,-0.3729740083217621
22,286200,-1,Feature 4,3,0.00776658226345788,-0.07685713469982147
22,286200,-1,Feature 5,4,-0.0039989525013069275,0.5207977294921875
22,286200,-1,FIS,5,0.01987666446415557,1.1190907955169678
22,286200,-1,Ag,6,-0.0005913070740564614,-0.17263470590114594
22,286200,-1,As,7,0.01476089211858666,-0.5249431729316711
22,286200,-1,Au,8,-0.00939638994676857,-0.25829410552978516
22,286200,-1,Cu,9,0.0030118347738549546,-0.07815243303775787
22,286200,-1,Sb,10,0.005066554507905872,-0.04306517541408539
22,286200,-1,ΔT,11,0.009400983856060542,0.6686559915542603
23,38148,-1,Feature 1,0,-0.013634458282952093,0.6584829092025757
23,38148,-1,Feature 2,1,0.02265610683140216,1.524837613105774
23,38148,-1,Feature 3,2,0.021744849519545775,1.4383741617202759
23,38148,-1,Feature 4,3,-0.0022526564337740466,1.4960166215896606
23,38148,-1,Feature 5,4,0.006035869157635567,-0.47955378890037537
23,38148,-1,FIS,5,-0.01952757111257124,0.7769287824630737
23,38148,-1,Ag,6,-0.0005699321962786862,-0.020190322771668434
23,38148,-1,As,7,0.007761812836999126,0.17220264673233032
23,38148,-1,Au,8,-0.006646956241468528,-0.3235071301460266
23,38148,-1,Cu,9,-0.02000494101069536,1.4135053157806396
23,38148,-1,Sb,10,-0.026528952373763886,0.7253308296203613
23,38148,-1,ΔT,11,-0.008128581913905326,0.419500470161438
24,199906,-1,Feature 1,0,-0.02327072556481499,0.29453498125076294
24,199906,-1,Feature 2,1,0.011196199101010882,0.1214231550693512
24,199906,-1,Feature 3,2,0.028488372399247494,-0.33185362815856934
24,199906,-1,Feature 4,3,-0.004186934732982513,0.04127645865082741
24,199906,-1,Feature 5,4,-0.0019565363234815606,0.48502448201179504
24,199906,-1,FIS,5,-0.0033042906818687603,-0.5861921906471252
24,199906,-1,Ag,6,-0.0030367486891071257,-0.43332263827323914
24,199906,-1,As,7,-0.0029122838624131646,-0.43366941809654236
24,199906,-1,Au,8,0.0020060747283846365,-0.3798733949661255
24,199906,-1,Cu,9,-0.0009460504280373611,-0.35328057408332825
24,199906,-1,Sb,10,0.01774211362950819,-0.36112719774246216
24,199906,-1,ΔT,11,0.024831057017359943,-0.2070491909980774
25,196394,-1,Feature 1,0,-0.02234641083178058,0.29453498125076294
25,196394,-1,Feature 2,1,0.0015503986178980018,0.1214231550693512
25,196394,-1,Feature 3,2,0.011124448968984194,-0.33185362815856934
25,196394,-1,Feature 4,3,-0.007038906084111663,0.04127645865082741
25,196394,-1,Feature 5,4,-0.008582154005331364,0.48502448201179504
25,196394,-1,FIS,5,0.004971880272100406,-0.5861921906471252
25,196394,-1,Ag,6,-0.004105111699109398,-0.5429962873458862
25,196394,-1,As,7,-0.007022338779386153,-0.5179113745689392
25,196394,-1,Au,8,0.0024044493639733067,-0.3938223123550415
25,196394,-1,Cu,9,0.0033910263317180815,-0.7730656266212463
25,196394,-1,Sb,10,0.012604505216688568,-0.46210619807243347
25,196394,-1,ΔT,11,0.01327221206605849,-0.48497724533081055
26,52283,-1,Feature 1,0,-0.003595739726634469,1.101405143737793
26,52283,-1,Feature 2,1,0.015037110175446965,1.3330837488174438
26,52283,-1,Feature 3,2,-0.00953935744946991,0.9451035857200623
26,52283,-1,Feature 4,3,0.0038918435285040538,0.9905955791473389
26,52283,-1,Feature 5,4,0.0016013298805455532,-0.37388238310813904
26,52283,-1,FIS,5,-0.009804150560696081,-0.5861921906471252
26,52283,-1,Ag,6,0.0028490591672474907,-0.03427867218852043
26,52283,-1,As,7,-0.003419887420347557,0.2854594588279724
26,52283,-1,Au,8,-0.002264667490872194,0.009533362463116646
26,52283,-1,Cu,9,-0.015016486647217785,1.2639570236206055
26,52283,-1,Sb,10,0.008941091430648068,-0.09561899304389954
26,52283,-1,ΔT,11,0.010354747359643418,0.05213180556893349
27,291644,-1,Feature 1,0,0.008426845965058532,-0.8919185996055603
27,291644,-1,Feature 2,1,-0.03786421265507372,-1.18364679813385
27,291644,-1,Feature 3,2,0.034017622014483474,-0.561844527721405
27,291644,-1,Feature 4,3,0.013503656365019268,-0.747998833656311
27,291644,-1,Feature 5,4,-0.006588996331277607,0.8347583413124084
27,291644,-1,FIS,5,0.012822297266393551,0.5207568407058716
27,291644,-1,Ag,6,-0.02067005990322822,-0.5247324109077454
27,291644,-1,As,7,-0.005680299735069103,-0.5464332103729248
27,291644,-1,Au,8,-0.004967064368570379,-0.2707332670688629
27,291644,-1,Cu,9,-0.004566396518403133,-0.7054376602172852
27,291644,-1,Sb,10,0.008516334117058311,-0.6177151203155518
27,291644,-1,ΔT,11,-0.004327225869095108,0.21067583560943604
28,262469,-1,Feature 1,0,-0.02520052559879211,0.2945825457572937
28,262469,-1,Feature 2,1,0.00467149722893041,0.12098551541566849
28,262469,-1,Feature 3,2,0.030096702731873946,-0.3338594436645508
28,262469,-1,Feature 4,3,-0.00025811170780917943,0.03999816253781319
28,262469,-1,Feature 5,4,-0.015745670353691003,0.48568788170814514
28,262469,-1,FIS,5,0.007233977965538672,-0.5702898502349854
28,262469,-1,Ag,6,-0.0018530876884949251,-0.3810634911060333
28,262469,-1,As,7,0.0011145434572136675,-0.22574679553508759
28,262469,-1,Au,8,-0.004021845883748796,-0.33722177147865295
28,262469,-1,Cu,9,0.012113656004401582,-0.34537938237190247
28,262469,-1,Sb,10,0.011588954424802381,-0.2007586658000946
28,262469,-1,ΔT,11,-0.030394555271957294,-1.3290064334869385
29,47849,-1,Feature 1,0,-0.005484259979554238,0.9782763123512268
29,47849,-1,Feature 2,1,0.004432564184755092,1.385412573814392
29,47849,-1,Feature 3,2,0.0027177725878188767,1.081241488456726
29,47849,-1,Feature 4,3,0.001278586876174352,1.1283705234527588
29,47849,-1,Feature 5,4,0.0012643118750929735,-0.4039047062397003
29,47849,-1,FIS,5,0.012761948105753715,-0.5821801424026489
29,47849,-1,Ag,6,-0.002401138433087743,0.10355160385370255
29,47849,-1,As,7,0.002501107256344325,0.0439712218940258
29,47849,-1,Au,8,-0.0038499794339422635,-0.3268832266330719
29,47849,-1,Cu,9,-0.00835679722385119,1.079927682876587
29,47849,-1,Sb,10,-0.004738636624646699,0.2707941234111786
29,47849,-1,ΔT,11,-0.007977191478845241,0.4598776400089264
30,257090,-1,Feature 1,0,-0.002145372525817293,-0.9992833733558655
30,257090,-1,Feature 2,1,-0.019257225101459635,-0.5250118970870972
30,257090,-1,Feature 3,2,0.0011973419951001275,-0.49546313285827637
30,257090,-1,Feature 4,3,0.01152999524862157,-0.4354257881641388
30,257090,-1,Feature 5,4,0.012711778856495281,0.629321277141571
30,257090,-1,FIS,5,-0.009655897955980774,-0.2514183223247528
30,257090,-1,Ag,6,0.0017815242781586836,-0.11365094780921936
30,257090,-1,As,7,-0.0003664731917588688,-0.3515820801258087
30,257090,-1,Au,8,-0.0035707387346821167,-0.36469554901123047
30,257090,-1,Cu,9,-0.017185437986256193,-0.4429081678390503
30,257090,-1,Sb,10,-0.0013679430649326974,0.06591038405895233
30,257090,-1,ΔT,11,0.026566167828303757,2.5589704513549805
31,117481,-1,Feature 1,0,0.017351040870781535,-0.8522602319717407
31,117481,-1,Feature 2,1,-0.06005894682796794,-1.1897550821304321
31,117481,-1,Feature 3,2,0.006946535728307312,-0.5386330485343933
31,117481,-1,Feature 4,3,0.045530194851896,-0.7905698418617249
31,117481,-1,Feature 5,4,-0.010028542276372168,0.7975650429725647
31,117481,-1,FIS,5,-0.007877059888861459,-0.5813387036323547
31,117481,-1,Ag,6,-0.007108344229065368,1.2479677200317383
31,117481,-1,As,7,-0.003094966096597226,0.754517674446106
31,117481,-1,Au,8,0.02033188618307548,0.48696669936180115
31,117481,-1,Cu,9,-0.004529687671728295,-0.29866352677345276
31,117481,-1,Sb,10,-0.01078395499804934,0.15362517535686493
31,117481,-1,ΔT,11,-0.00019174571297418837,-0.31511855125427246
32,174557,-1,Feature 1,0,0.021109186625320624,-0.4180382490158081
32,174557,-1,Feature 2,1,0.015643821828095993,0.8488517999649048
32,174557,-1,Feature 3,2,-0.08716157817061142,1.0768589973449707
32,174557,-1,Feature 4,3,0.012575967033176797,1.1489460468292236
32,174557,-1,Feature 5,4,0.005348559766852261,-0.1137830913066864
32,174557,-1,FIS,5,0.0029770312084397383,-0.3556111454963684
32,174557,-1,Ag,6,-0.0016530924041014093,-0.13461263477802277
32,174557,-1,As,7,0.005143666491464296,-0.15902233123779297
32,174557,-1,Au,8,-0.0028166226270078007,-0.210889533162117
32,174557,-1,Cu,9,-0.00047154768423276274,-0.18276020884513855
32,174557,-1,Sb,10,0.0061318486983447185,-0.1022241935133934
32,174557,-1,ΔT,11,0.006997728395481139,-0.8192143440246582
33,257257,-1,Feature 1,0,0.0526736583362061,-0.9937018156051636
33,257257,-1,Feature 2,1,-0.018479703105416502,-0.5222382545471191
33,257257,-1,Feature 3,2,0.020639978939757806,-0.4943294823169708
33,257257,-1,Feature 4,3,-0.0007344183442055864,-0.4334259629249573
33,257257,-1,Feature 5,4,-0.011499724254433213,0.6286988258361816
33,257257,-1,FIS,5,-0.010346095958153067,-0.5861963033676147
33,257257,-1,Ag,6,-0.0012155403158081635,-0.2622245252132416
33,257257,-1,As,7,0.0025410025038381037,-0.5447975993156433
33,257257,-1,Au,8,-0.006937574639726779,-0.2516976296901703
33,257257,-1,Cu,9,-0.004347168863728948,0.19502103328704834
33,257257,-1,Sb,10,0.018181900701097233,-0.45695960521698
33,257257,-1,ΔT,11,0.01793131409300203,-0.02007794752717018
34,201369,-1,Feature 1,0,0.07973492239727675,-0.9937041401863098
34,201369,-1,Feature 2,1,-0.03272243364577463,-0.5221561193466187
34,201369,-1,Feature 3,2,0.044383653056328,-0.4943294823169708
