sample_order,dataset_index,label,channel,channel_index,shap_value,feature_value
0,267010,-1,Feature 1,0,-0.0005821484463229211,1.925946593284607
0,267010,-1,Feature 2,1,0.0033860886484607944,0.5896748304367065
0,267010,-1,Feature 3,2,0.0120964317625904,0.3064504563808441
0,267010,-1,Feature 4,3,0.049190479629370246,-0.9489485025405884
0,267010,-1,Feature 5,4,-0.008096655131392398,-2.457200765609741
0,267010,-1,FIS,5,0.013355125907273172,-0.2307204306125641
0,267010,-1,Ag,6,0.013456583362886826,-0.0743868499994278
0,267010,-1,As,7,-0.024413693386282336,-0.6132180690765381
0,267010,-1,Au,8,0.0003845644444425926,1.306684970855713
0,267010,-1,Cu,9,0.003004008620995454,0.05222741886973381
0,267010,-1,Sb,10,0.011609629701951861,-0.45168858766555786
0,267010,-1,ΔT,11,-0.0012304602683077272,-0.005918045062571764
1,76234,-1,Feature 1,0,0.024641702321393844,-0.8519752621650696
1,76234,-1,Feature 2,1,-0.031918736360806624,-1.1887236833572388
1,76234,-1,Feature 3,2,0.0091200915050867,-0.5367143154144287
1,76234,-1,Feature 4,3,0.024324049379449653,-0.7895089387893677
1,76234,-1,Feature 5,4,0.0018074182530789188,0.7969893217086792
1,76234,-1,FIS,5,-0.009585564121900123,-0.5728898048400879
1,76234,-1,Ag,6,0.001710543494049544,-0.29783567786216736
1,76234,-1,As,7,0.009062726160071814,-0.11260830610990524
1,76234,-1,Au,8,-0.008705932847286766,-0.27594244480133057
1,76234,-1,Cu,9,-0.01365864011681747,0.212502121925354
1,76234,-1,Sb,10,-0.0027268288238234523,0.014066528528928757
1,76234,-1,ΔT,11,0.012166944511245668,0.1606243997812271
2,112204,-1,Feature 1,0,0.04395854649478125,-0.763041615486145
2,112204,-1,Feature 2,1,-0.0109099159023235,-1.0902783870697021
2,112204,-1,Feature 3,2,-0.01353825886244371,-0.5140829086303711
2,112204,-1,Feature 4,3,0.03713625216149025,-0.767746090888977
2,112204,-1,Feature 5,4,0.0002633549216953001,0.7124247550964355
2,112204,-1,FIS,5,-0.04027337798119242,-0.584650993347168
2,112204,-1,Ag,6,0.01989585007135714,0.3590873181819916
2,112204,-1,As,7,-0.060692383687364224,2.6933534145355225
2,112204,-1,Au,8,0.006512348765798612,0.0028165974654257298
2,112204,-1,Cu,9,-0.015652219024967638,-0.20819656550884247
2,112204,-1,Sb,10,-0.009091711179741764,0.22320175170898438
2,112204,-1,ΔT,11,0.005044718173062652,0.34740179777145386
3,239602,-1,Feature 1,0,-0.018550881600685246,0.2945587635040283
3,239602,-1,Feature 2,1,0.03414144155512912,0.12218911200761795
3,239602,-1,Feature 3,2,0.012011156501799545,-0.3320280611515045
3,239602,-1,Feature 4,3,-0.008398577022572299,0.04144500941038132
3,239602,-1,Feature 5,4,0.003135089837928833,0.4851735830307007
3,239602,-1,FIS,5,0.004671125187985611,-0.5196393132209778
3,239602,-1,Ag,6,0.007429737927472419,-0.3898316025733948
3,239602,-1,As,7,0.021525459464943476,-0.29595947265625
3,239602,-1,Au,8,-0.013357434891634943,-0.3083466589450836
3,239602,-1,Cu,9,6.608155925266397e-05,-0.3056713044643402
3,239602,-1,Sb,10,0.013943224737772384,-0.32182577252388
3,239602,-1,ΔT,11,-0.002765388907253495,-1.2754850387573242
4,259841,-1,Feature 1,0,-0.007123527827697185,0.28026026487350464
4,259841,-1,Feature 2,1,0.017815689295400547,0.2010517418384552
4,259841,-1,Feature 3,2,0.03419007316369671,-0.215251162648201
4,259841,-1,Feature 4,3,-0.0037906776749231184,0.144866943359375
4,259841,-1,Feature 5,4,0.00845200719891624,0.4327586591243744
4,259841,-1,FIS,5,-0.007652290981503549,-0.5475339889526367
4,259841,-1,Ag,6,-0.0015491524858088535,-0.27727916836738586
4,259841,-1,As,7,-0.003914354263528663,-0.14059773087501526
4,259841,-1,Au,8,-0.020026151320813316,-0.3273128867149353
4,259841,-1,Cu,9,-0.0010880752562985171,-0.08770672231912613
4,259841,-1,Sb,10,0.008948898306829094,-0.1579292118549347
4,259841,-1,ΔT,11,-0.0035684104944547117,-1.4731018543243408
5,121893,-1,Feature 1,0,0.03262461541930116,-0.8523076176643372
5,121893,-1,Feature 2,1,-0.007696728010044117,-1.1900231838226318
5,121893,-1,Feature 3,2,0.00534548079915078,-0.5389382839202881
5,121893,-1,Feature 4,3,-0.014000148758619293,-0.7909508943557739
5,121893,-1,Feature 5,4,0.009819356585165499,0.7977198958396912
5,121893,-1,FIS,5,-0.024430016047955118,-0.5601339340209961
5,121893,-1,Ag,6,0.002058480915021348,0.0712525025010109
5,121893,-1,As,7,-0.01246563895688981,0.4051429331302643
5,121893,-1,Au,8,0.06939716559917002,1.0235234498977661
5,121893,-1,Cu,9,-0.002099845903217042,-0.3411058187484741
5,121893,-1,Sb,10,0.002158145549753727,0.16617098450660706
5,121893,-1,ΔT,11,0.011975496037491063,-0.4252505898475647
