channel,importance
Feature 1,0.025180917107556815
Feature 2,0.023101927466941223
Feature 3,0.02289660865590966
Feature 4,0.01628301085002949
Feature 5,0.01090810385540958
FIS,0.015328483447464313
Ag,0.010998136491099278
As,0.01047085734797682
Au,0.01834103988904146
Cu,0.00798780271600803
Sb,0.012875389076858826
ΔT,0.015332585741867214
