channel,importance
Feature 1,0.02605340441589092
Feature 2,0.021095360263752343
Feature 3,0.028858668164228364
Feature 4,0.01565008381159493
Feature 5,0.020141638617690995
FIS,0.04365792299715639
Ag,0.03360005545971463
As,0.02280750052998556
Au,0.01742056124384923
Cu,0.012284225950991302
Sb,0.010930912603109173
ΔT,0.016392599298677864
