channel,importance
Feature 1,0.019886371528369088
Feature 2,0.020606122840568238
Feature 3,0.01838855705135516
Feature 4,0.022127144521901693
Feature 5,0.015428181170950284
FIS,0.014110266774926794
Ag,0.022430821458790894
As,0.012493005979424187
Au,0.035712584986514175
Cu,0.01879684956079981
Sb,0.00915334611610659
ΔT,0.01881658029900146
