sample_order,dataset_index,label,channel,channel_index,shap_value,feature_value
0,267010,-1,Feature 1,0,-0.04204812629075049,1.925946593284607
0,267010,-1,Feature 2,1,-0.0070747222684352205,0.5896748304367065
0,267010,-1,Feature 3,2,0.006604868242791728,0.3064504563808441
0,267010,-1,Feature 4,3,0.05215095824534184,-0.9489485025405884
0,267010,-1,Feature 5,4,-0.07683541145962287,-2.457200765609741
0,267010,-1,FIS,5,0.014570899563244333,-0.2307204306125641
0,267010,-1,Ag,6,-0.004545705686255657,-0.0743868499994278
0,267010,-1,As,7,0.013258866306500207,-0.6132180690765381
0,267010,-1,Au,8,0.058054162868304476,1.306684970855713
0,267010,-1,Cu,9,-0.008676074589029815,0.05222741886973381
0,267010,-1,Sb,10,0.0058717347876082425,-0.45168858766555786
0,267010,-1,ΔT,11,-0.004154935689925546,-0.005918045062571764
1,76234,-1,Feature 1,0,0.03235156576646408,-0.8519752621650696
1,76234,-1,Feature 2,1,-0.05457174656400222,-1.1887236833572388
1,76234,-1,Feature 3,2,-0.009022212608979546,-0.5367143154144287
1,76234,-1,Feature 4,3,0.02806354730280449,-0.7895089387893677
1,76234,-1,Feature 5,4,0.0027685618967123104,0.7969893217086792
1,76234,-1,FIS,5,0.0003324182464125919,-0.5728898048400879
1,76234,-1,Ag,6,0.002369982471014825,-0.29783567786216736
1,76234,-1,As,7,0.01185852899198229,-0.11260830610990524
1,76234,-1,Au,8,-0.01366161045205943,-0.27594244480133057
1,76234,-1,Cu,9,-0.024838982219758245,0.212502121925354
1,76234,-1,Sb,10,0.0027890555840810317,0.014066528528928757
1,76234,-1,ΔT,11,0.002009529138183139,0.1606243997812271
2,112204,-1,Feature 1,0,0.0026534488299178047,-0.763041615486145
2,112204,-1,Feature 2,1,-0.01615231952461188,-1.0902783870697021
2,112204,-1,Feature 3,2,-0.0016625950943250467,-0.5140829086303711
2,112204,-1,Feature 4,3,-0.008061526233948658,-0.767746090888977
2,112204,-1,Feature 5,4,-0.01529762022157044,0.7124247550964355
2,112204,-1,FIS,5,0.007116995650997436,-0.584650993347168
2,112204,-1,Ag,6,0.006791751840598742,0.3590873181819916
2,112204,-1,As,7,-0.1614595209851246,2.6933534145355225
2,112204,-1,Au,8,0.0010680525206100263,0.0028165974654257298
2,112204,-1,Cu,9,0.0024875348968964087,-0.20819656550884247
2,112204,-1,Sb,10,-0.011769796029489453,0.22320175170898438
2,112204,-1,ΔT,11,-0.012187202675582872,0.34740179777145386
3,239602,-1,Feature 1,0,-0.01176918139617896,0.2945587635040283
3,239602,-1,Feature 2,1,-0.0011300700473461018,0.12218911200761795
3,239602,-1,Feature 3,2,0.013015876067690935,-0.3320280611515045
3,239602,-1,Feature 4,3,0.0033087020217569454,0.04144500941038132
3,239602,-1,Feature 5,4,0.010894037748065239,0.4851735830307007
3,239602,-1,FIS,5,0.0022299134921249706,-0.5196393132209778
3,239602,-1,Ag,6,-0.00021338748125530072,-0.3898316025733948
3,239602,-1,As,7,0.002182328286652122,-0.29595947265625
3,239602,-1,Au,8,5.647458889136308e-05,-0.3083466589450836
3,239602,-1,Cu,9,0.00873227301403586,-0.3056713044643402
3,239602,-1,Sb,10,0.0013415215304900998,-0.32182577252388
3,239602,-1,ΔT,11,-0.012066838855293622,-1.2754850387573242
4,259841,-1,Feature 1,0,-0.004069717653535299,0.28026026487350464
4,259841,-1,Feature 2,1,0.013172877854907568,0.2010517418384552
4,259841,-1,Feature 3,2,0.0038251610614057426,-0.215251162648201
4,259841,-1,Feature 4,3,0.015602816680581718,0.144866943359375
4,259841,-1,Feature 5,4,0.012666605042414519,0.4327586591243744
4,259841,-1,FIS,5,0.0005958667682924542,-0.5475339889526367
4,259841,-1,Ag,6,0.0027506645534246107,-0.27727916836738586
4,259841,-1,As,7,0.004860639602451548,-0.14059773087501526
4,259841,-1,Au,8,-0.003252390523848867,-0.3273128867149353
4,259841,-1,Cu,9,0.009283470773246712,-0.08770672231912613
4,259841,-1,Sb,10,0.0047363725902853085,-0.1579292118549347
4,259841,-1,ΔT,11,-0.021772195754297632,-1.4731018543243408
5,121893,-1,Feature 1,0,0.018575102381658687,-0.8523076176643372
5,121893,-1,Feature 2,1,-0.00953816157606919,-1.1900231838226318
5,121893,-1,Feature 3,2,0.01187849694403492,-0.5389382839202881
5,121893,-1,Feature 4,3,0.01732700188452088,-0.7909508943557739
5,121893,-1,Feature 5,4,0.01626688935762719,0.7977198958396912
5,121893,-1,FIS,5,0.0049466512282097565,-0.5601339340209961
5,121893,-1,Ag,6,-0.0032499505576914097,0.0712525025010109
5,121893,-1,As,7,-0.02814186255065863,0.4051429331302643
5,121893,-1,Au,8,0.05463702991660003,1.0235234498977661
5,121893,-1,Cu,9,-0.019270822814860138,-0.3411058187484741
5,121893,-1,Sb,10,-0.0031566623725357477,0.16617098450660706
5,121893,-1,ΔT,11,-0.027929766479992377,-0.4252505898475647
6,55855,-1,Feature 1,0,-0.013949502610643935,0.5484647750854492
6,55855,-1,Feature 2,1,0.07042426612050669,-0.7026727795600891
6,55855,-1,Feature 3,2,0.08955377547367073,-1.5122320652008057
6,55855,-1,Feature 4,3,0.029306518813435482,-1.1228821277618408
6,55855,-1,Feature 5,4,0.034516715926050656,0.9502103924751282
6,55855,-1,FIS,5,-0.015495959997932315,-0.4957694113254547
6,55855,-1,Ag,6,0.09916481524272285,0.703346312046051
6,55855,-1,As,7,0.05952481308239101,3.3911900520324707
6,55855,-1,Au,8,0.21923280026344005,1.1046738624572754
6,55855,-1,Cu,9,0.05469114971915611,0.9450125098228455
6,55855,-1,Sb,10,-0.0028125516426447277,-0.08610153943300247
6,55855,-1,ΔT,11,-0.013495989332786212,0.09814175218343735
7,131627,-1,Feature 1,0,-0.042508741375343065,-0.1333499550819397
7,131627,-1,Feature 2,1,-0.022024839501668735,-0.4145877957344055
7,131627,-1,Feature 3,2,0.0224162161367557,-0.42080527544021606
7,131627,-1,Feature 4,3,0.04152027720727943,-0.6178461909294128
7,131627,-1,Feature 5,4,0.006565956086988644,0.14686837792396545
7,131627,-1,FIS,5,0.0493992205142198,0.8696214556694031
7,131627,-1,Ag,6,-0.032549729439068927,2.139500856399536
7,131627,-1,As,7,-0.010887561126391812,0.36960768699645996
7,131627,-1,Au,8,-0.012761864720479126,0.007585161831229925
7,131627,-1,Cu,9,-0.0064816101544681835,-0.4731188714504242
7,131627,-1,Sb,10,-0.003597754153736598,-0.1831386238336563
7,131627,-1,ΔT,11,-0.022272990091652324,0.07971526682376862
8,60164,-1,Feature 1,0,-0.02354144952537627,0.10684895515441895
8,60164,-1,Feature 2,1,0.046985179154850926,1.28213632106781
8,60164,-1,Feature 3,2,0.02528034714681841,1.4024428129196167
8,60164,-1,Feature 4,3,-0.20686704019547392,1.5471057891845703
8,60164,-1,Feature 5,4,-0.036933648177174205,-0.30105024576187134
8,60164,-1,FIS,5,0.020259437856546225,-0.5861924886703491
8,60164,-1,Ag,6,0.019746489707224486,0.2874999940395355
8,60164,-1,As,7,0.02533684682807981,-0.10280684381723404
8,60164,-1,Au,8,0.623233646225314,2.4160354137420654
8,60164,-1,Cu,9,0.12460285467105778,1.8021668195724487
8,60164,-1,Sb,10,-0.0018155994269993022,-0.33713245391845703
8,60164,-1,ΔT,11,0.011869751746873545,0.13888193666934967
9,97255,-1,Feature 1,0,-0.01268324220003649,0.43875083327293396
9,97255,-1,Feature 2,1,-0.01359745766791575,-0.6352851390838623
9,97255,-1,Feature 3,2,-0.06263835378747373,-1.06827974319458
9,97255,-1,Feature 4,3,0.027309698132403238,-0.9580793976783752
9,97255,-1,Feature 5,4,-0.013836185054552076,0.5612054467201233
9,97255,-1,FIS,5,0.023922849736294667,0.36105501651763916
9,97255,-1,Ag,6,0.00510851029496845,0.260482519865036
9,97255,-1,As,7,-0.00572133159720875,0.5220654606819153
9,97255,-1,Au,8,-0.00841165450675423,-0.2209412306547165
9,97255,-1,Cu,9,0.015313102270474051,-0.1987987607717514
9,97255,-1,Sb,10,0.0006180263045165166,-0.3378054201602936
9,97255,-1,ΔT,11,0.014138853114953978,-0.0803816020488739
10,297718,-1,Feature 1,0,0.005488006647286011,-1.2268534898757935
10,297718,-1,Feature 2,1,-0.08041187428277644,-1.6639864444732666
10,297718,-1,Feature 3,2,-0.0030343208204508805,-1.553653359413147
10,297718,-1,Feature 4,3,0.014338426785728473,-0.19506004452705383
10,297718,-1,Feature 5,4,-0.0032796572513577532,1.1665441989898682
10,297718,-1,FIS,5,0.0037907677136005025,-0.43633684515953064
10,297718,-1,Ag,6,-0.006202751014261707,-0.5174604058265686
10,297718,-1,As,7,-0.002181361728096693,-0.2653902471065521
10,297718,-1,Au,8,-0.014546118737705144,-0.357126384973526
10,297718,-1,Cu,9,-0.017946801971428093,-0.9604644775390625
10,297718,-1,Sb,10,-0.001715461106025502,-0.03755355253815651
10,297718,-1,ΔT,11,-0.01805857320564461,-0.4254634380340576
11,297011,-1,Feature 1,0,0.010260351280484673,-0.9649028778076172
11,297011,-1,Feature 2,1,0.004619481678517682,-0.4536115527153015
11,297011,-1,Feature 3,2,0.005049891482049578,-0.4166758060455322
11,297011,-1,Feature 4,3,0.020654475675028396,-0.3542362153530121
