channel,importance
Feature 1,0.0384360020119083
Feature 2,0.03309105759270686
Feature 3,0.032062380709185004
Feature 4,0.023489345360400447
Feature 5,0.015234230108300596
FIS,0.010434344361658006
Ag,0.011225115235992572
As,0.020950899654193125
Au,0.021362914069929996
Cu,0.018270534450633456
Sb,0.009620510259878598
ΔT,0.014535565533405157
